도로명전체주소,사업장명,의료인수,입원실수,병상수,총면적,진료과목내용명,종별코드,종별코드명,시도코드,시도명,시군구코드,시군구명,X좌표,Y좌표,의사총수,일반의 의사수,인턴 의사수,레지던트 의사수,전문의합계,내과,신경과,정신건강의학과,외과,정형외과,신경외과,흉부외과,성형외과,마취통증의학과,산부인과,소아청소년과,안과,이비인후과,피부과,비뇨의학과,영상의학과,방사선종양학과,병리과,진단검사의학과,결핵과,재활의학과,핵의학과,가정의학과,응급의학과,직업환경의학과,예방의학과,치과,구강악안면외과,치과보철과,치과교정과,소아치과,치주과,치과보존과,구강내과,영상치의학과,구강병리과,예방치과,통합치의학과,한방내과,한방부인과,한방소아과,한방안·이비인후·피부과,한방신경정신과,침구과,한방재활의학과,사상체질과,한방응급,의료장비합계,유방촬영장치,CT,콘빔CT,양전자단층촬영기 (PET),골밀도검사기,MRI,초음파영상진단기,종양치료기 (Gamma Knife),종양치료기 (Cyber Knife),종양치료기 (양성자치료기),체외충격파쇄석기,혈액투석을위한인공신장기,구글점수,구글건수,다음점수,다음건수,네이버평점,네이버건수,진료만족도,의료진친절도,시설만족도,평가인원,총건수,최종점수,최종보정점수
전라북도 고창군 고창읍 화신1길 9,의료법인석천재단고창병원,127.0,85.0,290.0,11553.0,"내과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과, 응급의학과",11.0,종합병원,350000.0,전북,350001.0,고창군,126.6933531,35.4364278,16.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,31.0,3.7,3.0,5.0,1.0,4.43,14.0,,,,,6,3.7838541666666696,0.7828663793103449
"전라북도 군산시 의료원로 27 (지곡동, 군산의료원)",전라북도 군산의료원,245.0,113.0,413.0,28672.81,"피부과, 한방재활의학과, 흉부외과, 성형외과, 병리과, 신경과, 안과, 응급의학과, 재활의학과, 정신건강의학과, 가정의학과, 비뇨의학과, 신경외과, 정형외과, 마취통증의학과, 영상의학과, 진단검사의학과, 치과, 이비인후과, 산부인과, 소아청소년과, 외과, 내과",11.0,종합병원,350000.0,전북,350100.0,군산시,126.71174070000001,35.9549526,55.0,2.0,4.0,6.0,43.0,6.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,2.0,1.0,0.0,0.0,2.0,1.0,21.0,0.0,0.0,0.0,1.0,24.0,3.2,6.0,,,4.12,90.0,8.8,10.0,10.0,8.0,17,2.63878676470588,1.546875
전라북도 남원시 충정로 365 (고죽동),전라북도 남원의료원,148.0,88.0,262.0,70684.0,"영상의학과, 치과, 이비인후과, 정신건강의학과, 응급의학과, 흉부외과, 재활의학과, 신경과, 안과, 병리과, 비뇨의학과, 가정의학과, 산부인과, 신경외과, 정형외과, 마취통증의학과, 진단검사의학과, 소아청소년과, 외과, 내과",11.0,종합병원,350000.0,전북,350200.0,남원시,127.40731709999999,35.4318756,39.0,3.0,0.0,3.0,33.0,5.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,2.0,29.0,4.2,5.0,,,3.82,114.0,10.0,0.0,0.0,1.0,19,2.08881578947368,1.36853448275862
전라북도 정읍시 충정로 606-22 (용계동),재단법인 아산사회복지재단 정읍아산병원,146.0,90.0,278.0,8108.6,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 병리과, 가정의학과, 직업환경의학과, 응급의학과",11.0,종합병원,350000.0,전북,350500.0,정읍시,126.8234125,35.5888321,25.0,0.0,0.0,0.0,25.0,6.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,26.0,2.5,6.0,3.0,4.0,4.2,30.0,6.0,6.0,6.0,1.0,14,2.48660714285714,1.20043103448276
전라북도 부안군 부안읍 오정2길 24,부안성모병원,78.0,62.0,299.0,8289.76,"신경과, 산부인과, 진단검사의학과, 응급의학과, 영상의학과, 마취통증의학과, 신경외과, 정형외과, 외과, 내과",11.0,종합병원,350000.0,전북,350005.0,부안군,126.7344047,35.724885799999996,17.0,2.0,0.0,0.0,15.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,20.0,2.0,8.0,3.7,3.0,4.21,21.0,,,,,14,2.13493303571429,1.0306573275862099
인천광역시 동구 샛골로 214 (송림동),의료법인 성수의료재단 인천백병원,0.0,49.0,249.0,9466.04,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 직업환경의학과, 응급의학과, 구강악안면외과",11.0,종합병원,220000.0,인천,220002.0,인천동구,126.6458376,37.481703700000004,25.0,1.0,0.0,0.0,24.0,6.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,1.0,16.0,3.2,10.0,,,4.5,124.0,7.0,7.3,7.3,7.0,25,3.5375,3.04956896551724
"인천광역시 동구 방축로 217 (송림동, 인천광역시 의료원)",인천광역시의료원,211.0,88.0,347.0,32181.7,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 치과보철과, 치과보존과",11.0,종합병원,220000.0,인천,220002.0,인천동구,126.66875,37.4787429,37.0,1.0,0.0,0.0,35.0,6.0,1.0,4.0,5.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,1.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,37.0,4.1,23.0,4.1,10.0,4.53,100.0,5.3,10.0,10.0,3.0,45,4.00625,4.00625
경상북도 경주시 동대로 87 (석장동),동국대학교 의과대학 경주병원,1.0,105.0,376.0,27239.88,"예방의학과, 응급의학과, 직업환경의학과, 핵의학과, 가정의학과, 결핵과, 재활의학과, 진단검사의학과, 병리과, 방사선종양학과, 영상의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 성형외과, 흉부외과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,370000.0,경북,370100.0,경주시,129.1966582,35.8583076,109.0,3.0,0.0,25.0,79.0,17.0,2.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,2.0,7.0,4.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,2.0,1.0,0.0,2.0,1.0,22.0,0.0,0.0,0.0,1.0,32.0,2.6,25.0,3.8,6.0,4.34,73.0,9.3,9.3,8.7,7.0,40,2.5934375,2.5934375
대구광역시 동구 아양로 99 (신암동),대구파티마병원,802.0,201.0,666.0,57517.49,"예방치과, 구강병리과, 영상치의학과, 구강내과, 치과보존과, 치주과, 소아치과, 치과교정과, 치과보철과, 구강악안면외과, 응급의학과, 핵의학과, 재활의학과, 진단검사의학과, 병리과, 방사선종양학과, 영상의학과, 비뇨의학과, 피부과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 성형외과, 흉부외과, 신경외과, 정형외과, 외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,230000.0,대구,230002.0,대구동구,128.6244071,35.8842611,220.0,3.0,22.0,58.0,137.0,36.0,7.0,2.0,10.0,6.0,5.0,3.0,3.0,7.0,5.0,7.0,5.0,4.0,2.0,4.0,8.0,1.0,4.0,2.0,0.0,3.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,4.0,1.0,1.0,2.0,2.0,46.0,0.0,0.0,0.0,1.0,53.0,3.6,68.0,2.0,11.0,4.37,217.0,9.6,9.5,9.5,18.0,106,3.1978920990566,3.1978920990566
대구광역시 남구 현충로 170 (대명동),영남대학교병원,1455.0,295.0,959.0,94885.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 치과",1.0,상급종합병원,230000.0,대구,230001.0,대구남구,128.58205,35.848107,384.0,1.0,39.0,126.0,213.0,51.0,5.0,5.0,21.0,8.0,10.0,8.0,6.0,9.0,5.0,8.0,14.0,7.0,2.0,7.0,11.0,4.0,6.0,4.0,0.0,5.0,4.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,2.0,5.0,0.0,2.0,2.0,4.0,65.0,0.0,0.0,0.0,2.0,77.0,,,2.7,36.0,4.165131265,419.0,9.2,8.6,9.1,9.0,87,2.7319007953933196,2.7319007953933196
대구광역시 남구 두류공원로17길 33 (대명동),대구가톨릭대학교병원,1301.0,225.0,874.0,95527.38,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과",1.0,상급종합병원,230000.0,대구,230001.0,대구남구,128.5679969,35.8436078,346.0,2.0,33.0,111.0,196.0,54.0,8.0,6.0,13.0,11.0,6.0,7.0,5.0,7.0,6.0,13.0,9.0,6.0,2.0,4.0,9.0,3.0,5.0,3.0,0.0,3.0,2.0,4.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,2.0,4.0,1.0,1.0,3.0,3.0,60.0,0.0,0.0,0.0,1.0,48.0,3.6,47.0,,,4.25,308.0,9.3,9.2,10.0,6.0,85,3.17665441176471,3.17665441176471
"대구광역시 수성구 달구벌대로 3190 (신매동, 천주성삼병원)",(재)미리내천주성삼성직수도회천주성삼병원,152.0,62.0,264.0,11230.18,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과",11.0,종합병원,230000.0,대구,230005.0,대구수성구,128.7057175,35.840241600000006,23.0,1.0,0.0,0.0,22.0,5.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.7,11.0,1.7,13.0,4.39,79.0,10.0,10.0,9.5,9.0,34,2.40597426470588,2.40597426470588
대구광역시 남구 대명로 153 (대명동),드림병원,107.0,43.0,204.0,8896.74,"내과, 신경과, 외과, 정형외과, 흉부외과, 마취통증의학과, 산부인과, 소아청소년과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과",11.0,종합병원,230000.0,대구,230001.0,대구남구,128.574456,35.839628000000005,26.0,1.0,0.0,0.0,22.0,6.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,3.9,8.0,2.0,6.0,4.14,109.0,9.3,9.2,9.2,6.0,27,2.7974537037037,2.60452586206896
대구광역시 서구 평리로 157 (중리동),대구의료원,258.0,142.0,499.0,18893.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 진단검사의학과, 재활의학과, 가정의학과, 직업환경의학과, 응급의학과, 치과",11.0,종합병원,230000.0,대구,230004.0,대구서구,128.54058700000002,35.85964,53.0,1.0,0.0,17.0,35.0,9.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,20.0,3.7,20.0,4.5,9.0,4.45,85.0,9.4,9.0,9.3,13.0,39,3.76081730769231,3.76081730769231
"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",엔케이(NK)세종병원,72.0,65.0,200.0,15178.33,"치주과, 응급의학과, 가정의학과, 진단검사의학과, 영상의학과, 소아청소년과, 마취통증의학과, 신경외과, 정형외과, 외과, 내과",11.0,종합병원,410000.0,세종시,410000.0,세종시,127.2622483,36.479637200000006,15.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.5,2.0,2.7,9.0,4.35,65.0,10.0,10.0,8.7,3.0,19,2.94013157894737,1.9262931034482802
대구광역시 달서구 달구벌대로 1035 (신당동),계명대학교동산병원,1556.0,276.0,1012.0,179152.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 예방치과",1.0,상급종합병원,230000.0,대구,230007.0,대구달서구,128.4801315,35.853885600000005,422.0,3.0,38.0,146.0,233.0,60.0,10.0,5.0,18.0,15.0,8.0,7.0,4.0,10.0,12.0,16.0,7.0,5.0,2.0,7.0,12.0,4.0,7.0,6.0,0.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,2.0,6.0,2.0,2.0,3.0,3.0,84.0,0.0,0.0,0.0,1.0,57.0,4.4,108.0,3.9,15.0,4.344190871,241.0,9.1,9.4,9.7,14.0,152,4.06356741516756,4.06356741516756
서울특별시 은평구 통일로 1021 (진관동),가톨릭대학교 은평성모병원,487.0,205.0,740.0,176891.01,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과보존과",11.0,종합병원,110000.0,서울,110015.0,은평구,126.9161912,37.6334945,253.0,8.0,14.0,42.0,188.0,42.0,3.0,3.0,17.0,11.0,11.0,4.0,4.0,13.0,7.0,12.0,10.0,5.0,2.0,5.0,10.0,2.0,5.0,3.0,0.0,3.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,4.0,2.0,1.0,2.0,3.0,54.0,0.0,0.0,0.0,1.0,33.0,3.8,48.0,3.3,49.0,4.29,551.0,9.1,9.1,9.1,15.0,164,3.33491806402439,3.33491806402439
"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",(의)영문의료재단 다보스병원,200.0,60.0,233.0,20467.61,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 응급의학과",11.0,종합병원,310000.0,경기,312003.0,용인처인구,127.2114648,37.231488299999995,32.0,0.0,0.0,0.0,31.0,4.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,1.0,22.0,3.1,29.0,,,4.05,90.0,7.6,7.9,7.9,8.0,40,2.5369140625,2.5369140625
경기도 이천시 경충대로 2742 (관고동),경기도의료원 이천병원,142.0,67.0,204.0,28382.0,"내과, 신경과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 영상의학과, 진단검사의학과, 재활의학과, 응급의학과, 통합치의학과",11.0,종합병원,310000.0,경기,312100.0,이천시,127.43257290000001,37.282761799999996,24.0,0.0,0.0,0.0,24.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,2.4,7.0,2.8,8.0,3.83,38.0,8.0,8.0,10.0,2.0,20,2.093828125,1.4440193965517198
"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",강남병원,240.0,62.0,219.0,12564.6,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 이비인후과, 비뇨의학과, 영상의학과, 진단검사의학과, 가정의학과, 응급의학과, 예방치과",11.0,종합병원,310000.0,경기,312001.0,용인기흥구,127.11150719999999,37.2737515,43.0,1.0,0.0,0.0,43.0,9.0,2.0,1.0,2.0,5.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,50.0,2.4,32.0,,,3.94,241.0,7.5,7.8,8.3,15.0,61,1.8094262295082,1.8094262295082
경기도 용인시 기흥구 동백죽전대로 363 (중동),연세대학교 의과대학 용인세브란스병원,847.0,163.0,470.0,103080.67,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 응급의학과, 구강악안면외과, 통합치의학과",11.0,종합병원,310000.0,경기,312001.0,용인기흥구,127.14826409999998,37.2707922,184.0,4.0,0.0,0.0,180.0,36.0,6.0,5.0,13.0,8.0,5.0,4.0,2.0,13.0,8.0,15.0,5.0,3.0,3.0,4.0,15.0,1.0,3.0,3.0,0.0,4.0,2.0,12.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,2.0,4.0,1.0,1.0,2.0,2.0,33.0,0.0,0.0,0.0,1.0,53.0,3.7,27.0,3.1,16.0,4.02,285.0,7.2,8.7,8.7,6.0,78,2.78573717948718,2.78573717948718
충청남도 논산시 시민로294번길 14 (취암동),의료법인백제병원,204.0,115.0,542.0,13344.94,"응급의학과, 직업환경의학과, 병리과, 이비인후과, 안과, 소아청소년과, 산부인과, 마취통증의학과, 신경외과, 정형외과, 정신건강의학과, 신경과, 내과",11.0,종합병원,340000.0,충남,340700.0,논산시,127.09447390000001,36.192192999999996,49.0,2.0,0.0,0.0,49.0,11.0,2.0,2.0,3.0,4.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,2.0,0.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,1.0,22.0,2.6,28.0,1.2,17.0,3.66,44.0,7.3,8.7,8.7,3.0,50,1.606125,1.606125
충청남도 천안시 동남구 충절로 537 (삼룡동),충청남도천안의료원,71.0,86.0,294.0,,"내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 치과, 치과보철과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",11.0,종합병원,340000.0,충남,340202.0,천안동남구,127.1791797,36.7756271,25.0,2.0,0.0,0.0,22.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,11.0,4.2,6.0,2.0,7.0,4.15,27.0,10.0,0.0,0.0,1.0,16,2.88037109375,1.5891702586206897
충청남도 천안시 동남구 순천향6길 31 (봉명동),학교법인동은학원순천향대학교부속천안병원,937.0,201.0,899.0,43205.0,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 핵의학과, 직업환경의학과, 응급의학과, 치과",1.0,상급종합병원,340000.0,충남,340202.0,천안동남구,127.1358588,36.8027381,338.0,2.0,26.0,96.0,212.0,58.0,7.0,4.0,16.0,9.0,6.0,3.0,5.0,11.0,10.0,14.0,7.0,7.0,4.0,5.0,11.0,3.0,5.0,5.0,0.0,3.0,2.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2.0,5.0,0.0,1.0,2.0,3.0,43.0,0.0,0.0,0.0,1.0,44.0,3.4,50.0,2.3,32.0,4.489351536,293.0,9.3,9.2,9.0,19.0,118,3.1216318622881403,3.1216318622881403
